2	U+2212	word	x=125	− Your fair dealing or fair use rights, or other applicable copyright exceptions and
2	U+2212	word	x=125	− The author’s moral rights;
2	U+2212	word	x=125	− Rights other persons may have either in the work itself or in how the work is used
7	U+2212	digit	x=164	− 5+ (− 3) 
7	U+2212	digit	x=206	− 8 Our Solution
7	U+2212	digit	x=164	− 7+ (− 5) 
7	U+2212	digit	x=200	− 12 Our Solution
7	U+2212	digit	x=102	− 7+ 2 
7	U+2212	digit	x=121	− 5 Our Solution
7	U+2212	digit	x=104	− 4+ 6 
8	U+2212	digit	x=127	− 3 Our Solution
8	U+2212	digit	x=187	− 4− 6 
8	U+2212	digit	x=164	− 4+ (− 6) 
8	U+2212	digit	x=200	− 10 Our Solution
8	U+2212	digit	x=93	− 6− (− 2) 
8	U+2212	digit	x=116	− 6 +2 
8	U+2212	digit	x=135	− 4 Our Solution
9	U+2212	digit	x=194	− 24 Our Solution
9	U+2212	digit	x=202	− 36
9	U+2212	digit	x=205	− 9 
9	U+2212	digit	x=191	− 2(− 6) 
9	U+2212	digit	x=187	− 3 
9	U+2212	digit	x=188	− 5 Our Solution
11	U+2212	digit	x=106	− 10
11	U+2212	digit	x=108	− 4
11	U+2212	digit	x=106	− 8
11	U+2212	digit	x=106	− 6
11	U+2212	digit	x=331	− 7
11	U+2212	digit	x=329	− 1
11	U+2212	digit	x=331	− 5
11	U+2212	digit	x=329	− 2
11	U+2212	digit	x=329	− 10
19	U+2212	digit	x=132	− 7[32− 4(32
19	U+2212	digit	x=136	− 7[32− 4(9 +1)](− 1)} 
19	U+2212	digit	x=151	− 7[32− 4(10)](− 1)} 
19	U+2212	digit	x=165	− 7[32− 40](− 1)} 
19	U+2212	digit	x=182	− 7[− 8](− 1)} 
20	U+2212	other	x=118	− (− 8)· 3
20	U+2212	other	x=156	− (− 8)| + 2|3+(− 5)2| 
21	U+2212	digit	x=146	− 16
21	U+2212	digit	x=106	− 18− 6 + (− 4)− [− 5(− 1)(− 5)]
21	U+2212	digit	x=143	− 24 ÷ 6· 2
21	U+2212	digit	x=139	− 5)] + 22
21	U+2212	digit	x=178	− 5|2
21	U+2212	digit	x=362	− 5
21	U+2212	digit	x=340	− 25| − 2· 3
21	U+2212	digit	x=389	− 32(4− 3)− 8]} + 12
21	U+2212	digit	x=465	− 5· 2 ]
22	U+2212	digit	x=173	− 6+ (− 2)(− 6)(5)(− 2) 
22	U+2212	digit	x=222	− 6 +12(5)(− 2) 
22	U+2212	digit	x=235	− 6+ 60(− 2) Multiply
22	U+2212	digit	x=256	− 6− 120 Subtract
22	U+2212	digit	x=282	− 126 Our Solution
23	U+2212	digit	x=181	− 3x +5y Our Solution
23	U+2212	digit	x=107	− 3x + 7− 2x2 +4x− 3 
23	U+2212	digit	x=357	− 2x2 and− 3x +4x and 7− 3
23	U+2212	digit	x=196	− 7(5x− 6) 
23	U+2212	digit	x=206	− 35 +42 Our Solution
24	U+2212	digit	x=86	− 1 through. This is shown in the following example.
24	U+2212	other	x=171	− (4x− 5y +6) 
24	U+2212	digit	x=166	− 1(4x− 5y +6) 
24	U+2212	digit	x=181	− 4x + 5y− 6 
24	U+2212	digit	x=195	− 7+6x Our Solution
24	U+2212	digit	x=184	− 5x +10 Our Solution
24	U+2212	digit	x=157	− 14x− 34 Our Solution
25	U+2212	other	x=110	− (a− 1);use a =3 and c =5
25	U+2212	other	x=137	− (j +k)− 5;use j = 4, k =5
25	U+2212	variable	x=353	− c);use a =3, c = 2
26	U+2212	digit	x=137	− 8k (8k + 1)
26	U+2212	digit	x=128	− 3n)− (5+ 4n2)
26	U+2212	digit	x=122	− 8) +(2x2
26	U+2212	digit	x=180	− 7)
26	U+2212	digit	x=351	− 3)− (5x2 + 6x)
26	U+2212	variable	x=351	− x)− (7− 8x)
28	U+2212	digit	x=216	− 20 +16=− 4 
28	U+2212	digit	x=246	− 4=− 4 True!
29	U+2212	digit	x=169	− 7− 7 
29	U+2212	digit	x=129	− 4− 4
29	U+2212	digit	x=269	− 9− 9
29	U+2212	digit	x=411	− 8− 8
29	U+2212	digit	x=271	− 2= x
29	U+2212	digit	x=413	− 3= x
30	U+2212	digit	x=105	− 6+x =− 2
30	U+2212	digit	x=276	− 10=x− 7
30	U+2212	digit	x=280	− 3 =x
30	U+2212	digit	x=193	− 5x = 30 Variable is multiplied by− 5
30	U+2212	digit	x=196	− 5− 5 
31	U+2212	digit	x=269	− 4x =− 20
31	U+2212	digit	x=275	− 4− 4
31	U+2212	digit	x=125	− 7
31	U+2212	digit	x=130	− 7
31	U+2212	digit	x=429	− 4 = 9
31	U+2212	digit	x=433	− 4 = 9(− 4)
33	U+2212	digit	x=238	− 8=− 8 True!
34	U+2212	digit	x=182	− 7− 7 
34	U+2212	digit	x=161	− 4− 4 
34	U+2212	digit	x=182	− 2x =6 Negative (subtraction)stays on the 2x
34	U+2212	digit	x=182	− 2− 2 
34	U+2212	digit	x=136	− 8− 8 
34	U+2212	variable	x=147	− x =− 6 
34	U+2212	digit	x=141	− 1x =− 6 
35	U+2212	digit	x=144	− 1− 1 
35	U+2212	digit	x=100	− 3x +7=− 8
35	U+2212	digit	x=125	− 7− 7
35	U+2212	digit	x=264	− 2+ 9x =7
35	U+2212	digit	x=416	− 10− 10
35	U+2212	digit	x=116	− 3x =− 15
35	U+2212	digit	x=420	− 2= 2x
35	U+2212	digit	x=124	− 3− 3
35	U+2212	digit	x=418	− 1=x
35	U+2212	digit	x=98	− 7− 7
35	U+2212	digit	x=255	− 5− 3x =− 5
35	U+2212	digit	x=416	− 3= x
35	U+2212	digit	x=115	− 5x =10
35	U+2212	digit	x=274	− 3x =0
35	U+2212	digit	x=121	− 5− 5
35	U+2212	digit	x=275	− 3− 3
38	U+2212	digit	x=161	− 2x− 2x 
39	U+2212	digit	x=126	− 3x +9= 6x− 27 
39	U+2212	variable	x=162	− x− x 
40	U+2212	digit	x=134	− 8x− 8x 
40	U+2212	digit	x=163	− 15 = 3x− 21 
41	U+2212	digit	x=127	− 8+9 =− 15 + 16 
41	U+2212	digit	x=157	− 6x− 6x 
41	U+2212	digit	x=187	− 15=− 15 
41	U+2212	digit	x=87	− 15=− 15. If the variables subtract out completely and we are left with a true
41	U+2212	digit	x=168	− 2x− 2x 
41	U+2212	digit	x=198	− 10 7 Variable is gone!False!
44	U+2212	digit	x=189	− 4x− 4x 
44	U+2212	digit	x=217	− 12 = 5x +1 
44	U+2212	digit	x=220	− 1− 1 
44	U+2212	digit	x=221	− 13 =5x 
45	U+2212	digit	x=177	− 4− 4 
45	U+2212	variable	x=222	− x− x 
47	U+2212	variable	x=124	− m− m 
48	U+2212	variable	x=155	− b− b 
49	U+2212	word	x=99	− πr2
49	U+2212	word	x=134	− πr2 
49	U+2212	variable	x=195	− c− c 
50	U+2212	digit	x=180	− 2a− 2a 
50	U+2212	word	x=182	− ab=A− 2a 
50	U+2212	variable	x=183	− a− a 
50	U+2212	variable	x=226	− a
50	U+2212	variable	x=212	− b=
50	U+2212	digit	x=212	− 2− 2 
52	U+2212	digit	x=162	− 5− 5 
52	U+2212	digit	x=160	− 4|x|=− 20 
52	U+2212	digit	x=169	− 4− 4 
54	U+2212	digit	x=136	− 2− 2 
54	U+2212	digit	x=158	− 4|2x + 3|=− 20 
54	U+2212	digit	x=167	− 4− 4 
54	U+2212	digit	x=209	− 3− 3
54	U+2212	digit	x=330	− 3− 3
55	U+2212	digit	x=159	− 7− 7 
55	U+2212	digit	x=173	− 2x− 2x
55	U+2212	digit	x=187	− 7= 2x +6
55	U+2212	digit	x=187	− 6− 6
55	U+2212	digit	x=181	− 13 = 2x
55	U+2212	digit	x=181	− 13
65	U+2212	digit	x=124	− 3x− 3x 
65	U+2212	digit	x=190	− 3− 3 
66	U+2212	digit	x=178	− 6− 6 
66	U+2212	digit	x=181	− 14− 14 
73	U+2212	variable	x=147	− x− x 
74	U+2212	digit	x=200	− 2− 2 
75	U+2212	digit	x=193	− 2− 2 
75	U+2212	variable	x=174	− t− t 
75	U+2212	digit	x=175	− 8− 8 
81	U+2212	digit	x=197	− 6− 6 
82	U+2212	digit	x=179	− 2t− 2t 
83	U+2212	digit	x=184	− 100− 100 
91	U+2212	digit	x=187	− 1
91	U+2212	digit	x=175	− 1− 5
92	U+2212	digit	x=181	− 3
92	U+2212	digit	x=154	− 6− 3y = 6 
92	U+2212	digit	x=168	− 3y= 12 
92	U+2212	digit	x=173	− 3− 3
92	U+2212	digit	x=173	− 3y = 6 
92	U+2212	digit	x=178	− 3− 3 
92	U+2212	digit	x=155	− 6− 6 
92	U+2212	digit	x=170	− 3y =0 
92	U+2212	digit	x=171	− 3− 3
93	U+2212	digit	x=169	− 3− 4
97	U+2212	digit	x=300	− 2 
98	U+2212	digit	x=272	− 4− (− 4) Simplify
98	U+2212	digit	x=277	− 2− 3 Simplify
98	U+2212	digit	x=296	− 5 Reduce
98	U+2212	digit	x=147	− 3(3)=
98	U+2212	digit	x=177	− 3=− 1− y
98	U+2212	digit	x=177	− 3=− 1− y
98	U+2212	digit	x=194	− 1− y
98	U+2212	digit	x=180	− 9=− 1− y 
98	U+2212	digit	x=199	− 8 =− y 
98	U+2212	digit	x=202	− 1− 1
99	U+2212	digit	x=202	− 6− 6 
103	U+2212	digit	x=261	− 2x− 2x 
103	U+2212	digit	x=249	− 4y=− 2x + 6 
103	U+2212	digit	x=257	− 4− 4− 4 
104	U+2212	digit	x=183	− 3x− 3x 
109	U+2212	digit	x=117	− 1− (− 3)
109	U+2212	digit	x=115	− 4− 6
109	U+2212	digit	x=172	− 10=−
109	U+2212	digit	x=150	− 2−
113	U+2212	digit	x=97	− 3x− 3x 
113	U+2212	digit	x=84	− 4y=− 3x + 2 
113	U+2212	digit	x=92	− 4− 4− 4 
113	U+2212	digit	x=160	− 2x− 2x 
113	U+2212	digit	x=149	− 3y=− 2x +6 
113	U+2212	digit	x=158	− 3− 3− 3 
114	U+2212	digit	x=146	− 9− 9 
120	U+2212	digit	x=120	− 18 <− 12 
121	U+2212	digit	x=100	− 5− 5
121	U+2212	digit	x=119	− 2x 6 Divide both sides by− 2
121	U+2212	digit	x=122	− 2− 2 
121	U+2212	digit	x=136	− 10x− 10x 
121	U+2212	digit	x=174	− 12 < 2x− 20 
123	U+2212	digit	x=332	− 4 2
125	U+2212	digit	x=84	− 2x− 2x− 3x− 3x
126	U+2212	digit	x=115	− 6− 4x +2 < 2 Subtract 2from all three parts
126	U+2212	digit	x=116	− 2− 2− 2
126	U+2212	digit	x=134	− 8− 4x < 0 Divide all three parts by− 4
126	U+2212	digit	x=137	− 4− 4− 4 
129	U+2212	other	x=196	− ∞,−
129	U+2212	digit	x=143	− 4− 3|x| − 16 Add 4to both sides
129	U+2212	digit	x=162	− 3|x| − 12 Divide both sides by− 3
129	U+2212	digit	x=172	− 3− 3 
130	U+2212	digit	x=142	− 9− 9
130	U+2212	digit	x=148	− 2|4x + 1| >− 6 
