3	page	tag=-	group=-	
3	h5	tag=-	group=-	PUBLIC EDUCATION & OUTREACH
3	h2	tag=-	group=-	The Fed Explained
3	h3	tag=-	group=-	What the Central Bank Does
3	p	tag=-	group=-	FEDERAL RESERVE SYSTEM PUBLICATION
3	img	tag=-	group=-	
4	page	tag=-	group=-	
4	p	tag=P	group=4	First Edition, May 1939
4	p	tag=P	group=5	Second Edition, November 1947
4	p	tag=P	group=6	Third Edition, April 1954
4	p	tag=P	group=7	Fourth Edition, February 1961
4	p	tag=P	group=8	Fifth Edition, December 1963
4	p	tag=P	group=9	Sixth Edition, September 1974
4	p	tag=P	group=10	Seventh Edition, December 1984
4	p	tag=P	group=11	Eighth Edition, December 1994
4	p	tag=P	group=12	Ninth Edition, June 2005
4	p	tag=P	group=13	Tenth Edition, October 2016
4	p	tag=P	group=14	Eleventh Edition, August 2021
4	p	tag=P	group=15	ISSN: 0199-9729
4	p	tag=P	group=16	DOI: 10.17016/0199-9729.11
4	p	tag=-	group=-	This and other Federal Reserve publications are available online in the Publications secti
4	p	tag=-	group=-	Publications Fulfillment (email) Publications-BOG@frb.gov (ph) 202-452-3245 (fax) 202-728-
4	img	tag=-	group=-	
8	page	tag=-	group=-	
8	p	tag=-	group=-	vi
8	p	tag=-	group=-	The Fed Explained: What the Central Bank Does
8	h3	tag=H2	group=20	1 Overview of the Federal Reserve System
8	p	tag=P	group=21	The Federal Reserve performs five key functions in the public interest to promote the heal
8	p	tag=-	group=-	The U.S. Approach to Central Banking ......................2
8	p	tag=-	group=-	The Decentralized System Structure and Its Philosophy ..........3
8	p	tag=-	group=-	The Reserve Banks: A Blend of Private and Governmental Characteristics ...................
8	img	tag=-	group=-	
14	page	tag=-	group=-	
14	h3	tag=H2	group=39	2 The Three Key System Entities
14	p	tag=P	group=40	The Board of Governors, the Federal Reserve Banks, and the Federal Open Market Committee w
14	p	tag=-	group=-	The Federal Reserve Board: Selection and Function ............7
14	p	tag=-	group=-	The Federal Reserve Banks: Structure and Function ............8
14	p	tag=-	group=-	The Federal Open Market Committee: Selection and Function ....12
14	p	tag=-	group=-	Other Significant Entities Contributing to Federal Reserve Functions .....................
14	img	tag=-	group=-	
24	page	tag=-	group=-	
24	h3	tag=H2	group=76	3 Conducting Monetary Policy
24	p	tag=P	group=77	The Federal Reserve sets U.S. monetary policy to promote maximum employment and stable pri
24	p	tag=-	group=-	The Federal Reserve’s Monetary Policy Mandate and Strategy and Why It Matters ............
24	p	tag=-	group=-	The Conduct of Monetary Policy ..........................24
24	p	tag=-	group=-	Monetary Policy Tools .................................34
24	p	tag=-	group=-	How Monetary Policy Is Implemented ......................39
24	img	tag=-	group=-	
50	page	tag=-	group=-	
50	h3	tag=H2	group=213	4 Promoting Financial System Stability
50	p	tag=P	group=214	The Federal Reserve monitors financial system risks and engages at home and abroad to help
50	p	tag=-	group=-	What Is Financial Stability? .............................47
50	p	tag=-	group=-	Monitoring Risk across the Financial System ................48
50	p	tag=-	group=-	Macroprudential Supervision and Regulation of Large, Complex Financial Institutions ......
50	p	tag=-	group=-	Domestic and International Cooperation and Coordination .......57
50	img	tag=-	group=-	
66	page	tag=-	group=-	
66	h3	tag=H2	group=297	5 Supervising and Regulating Financial Institutions and Activities
66	p	tag=P	group=298	The Federal Reserve promotes the safety and soundness of individual financial institutions
66	p	tag=-	group=-	Overview of the Federal Reserve’s Financial Institution Oversight ..63
66	p	tag=-	group=-	How the Federal Reserve Supervises Financial Institutions ......69
66	p	tag=-	group=-	How the Federal Reserve Regulates Financial Institutions .......75
66	img	tag=-	group=-	
88	page	tag=-	group=-	
88	h3	tag=H2	group=414	6 Fostering Payment and Settlement System Safety and Efficiency
88	p	tag=P	group=415	The Federal Reserve works to promote a safe, efficient, and accessible system for U.S. dol
88	p	tag=-	group=-	Overview of Key Federal Reserve Payment System Functions .....86
88	p	tag=-	group=-	Providing Services to Banks and the Federal Government .......86
88	p	tag=-	group=-	The U.S. Payment System Today and Reserve Bank Services .....88
88	p	tag=-	group=-	Regulating and Supervising the Payment System ............104
88	p	tag=-	group=-	Providing Banking System Liquidity ......................108
88	p	tag=-	group=-	Exploring and Implementing Payment System Improvements ....109
88	img	tag=-	group=-	
116	page	tag=-	group=-	
116	h3	tag=H2	group=571	7 Promoting Consumer Protection and Community Development
116	p	tag=P	group=572	The Federal Reserve advances supervision, community reinvestment, and research to improve 
116	p	tag=-	group=-	Consumer Protection Supervision and Examination ...........114
116	p	tag=-	group=-	Administering Consumer Laws and Drafting Regulations .......123
116	p	tag=-	group=-	Research and Analysis of Emerging Consumer Issues ........123
116	p	tag=-	group=-	Community Economic Development Activities ...............125
116	img	tag=-	group=-	
