page	tags	groups	imageBacked	invisibleText	validates	applies	pageReason	rejectedGroups	groupReasons	taggedLines	lines
129	86	10	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	61	79
130	82	15	false	false	true	partial	-	1	unknownOrigin=1	79	82
131	68	14	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	49	68
132	69	8	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	50	61
133	99	23	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=2	91	94
134	97	13	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	82	96
135	53	8	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	38	45
136	67	14	false	false	true	partial	-	4	mcidShownOnlyFromUnknownOrigin=3,noLineAtOrigin=1,unknownOrigin=3	41	48
137	80	14	false	false	true	partial	-	3	mcidShownOnlyFromUnknownOrigin=2,noLineAtOrigin=1,unknownOrigin=2	56	72
138	15	1	true	false	true	partial	-	1	unknownOrigin=1	0	8
139	100	12	false	false	true	all	-	0	-	98	99
140	82	14	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	78	80
141	98	17	false	false	true	partial	-	3	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=3	88	103
142	97	14	false	false	true	all	-	0	-	69	70
143	103	17	false	false	true	partial	-	2	noLineAtOrigin=2	96	97
144	60	11	false	false	true	partial	-	2	noLineAtOrigin=1,unknownOrigin=2	55	61
145	75	8	false	false	true	partial	-	3	mcidShownOnlyFromUnknownOrigin=3,unknownOrigin=3	40	70
146	79	16	false	false	true	partial	-	1	lineSharedWithUntaggedOrAmbiguousShow=1	76	78
147	32	4	false	false	true	all	-	0	-	27	28
148	44	9	false	false	true	partial	-	1	unknownOrigin=1	44	49
149	18	5	true	false	true	partial	-	2	lineSharedByGroups=2	14	15
150	69	14	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	51	57
151	60	12	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	49	55
152	70	14	false	false	true	partial	-	1	lineSharedWithUntaggedOrAmbiguousShow=1	62	64
153	52	10	false	false	true	all	-	0	-	45	46
154	89	11	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	71	84
155	60	11	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	44	53
156	76	16	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	52	63
157	41	7	false	false	true	all	-	0	-	32	33
158	94	13	false	false	true	all	-	0	-	84	85
159	61	12	false	false	true	partial	-	1	lineSharedWithUntaggedOrAmbiguousShow=1	54	67
160	66	14	false	false	true	all	-	0	-	55	56
161	26	7	true	false	true	partial	-	3	lineSharedByGroups=2,mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	7	15
162	80	16	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=1,noLineAtOrigin=1,unknownOrigin=1	57	70
163	60	10	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	33	52
164	79	9	false	false	true	partial	-	4	mcidShownOnlyFromUnknownOrigin=4,unknownOrigin=4	28	69
165	59	12	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	43	53
166	90	11	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	56	84
167	91	15	false	false	true	partial	-	1	unknownOrigin=1	90	94
168	54	9	false	false	true	all	-	0	-	50	51
169	76	9	false	false	true	all	-	0	-	71	72
170	89	9	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	80	87
171	54	12	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	42	51
172	95	25	false	false	true	partial	-	2	noLineAtOrigin=2	101	102
173	79	10	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	54	77
174	51	8	false	false	true	all	-	0	-	49	50
175	52	14	false	false	true	all	-	0	-	49	50
176	52	15	false	false	true	all	-	0	-	55	56
177	65	14	false	false	true	partial	-	3	lineSharedByGroups=2,mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	52	61
178	96	15	false	false	true	all	-	0	-	93	94
179	52	16	false	false	true	partial	-	2	unknownOrigin=2	50	59
180	88	15	false	false	true	partial	-	3	ambiguousOrigin=1,lineSharedWithUntaggedOrAmbiguousShow=1,mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	66	84
181	55	11	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	33	50
182	49	13	false	false	true	all	-	0	-	47	48
183	95	21	false	false	true	all	-	0	-	77	78
184	81	16	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	70	81
185	75	20	false	false	true	all	-	0	-	78	81
186	50	10	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	38	47
187	89	19	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	81	90
188	91	13	false	false	true	all	-	0	-	91	92
189	95	20	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=1,noLineAtOrigin=1,unknownOrigin=1	92	94
190	94	30	false	false	true	all	-	0	-	108	109
191	84	17	false	false	true	all	-	0	-	79	80
192	14	2	false	false	true	all	-	0	-	13	14
193	60	17	false	false	true	partial	Do@L307	0	-	0	56
194	59	13	false	false	true	partial	-	3	mcidShownOnlyFromUnknownOrigin=2,noLineAtOrigin=1,unknownOrigin=2	50	55
195	58	13	false	false	true	all	-	0	-	57	58
196	69	11	false	false	true	all	-	0	-	67	68
197	90	9	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	77	89
198	81	15	false	false	true	all	-	0	-	77	78
199	45	8	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	26	41
200	74	12	false	false	true	all	-	0	-	71	72
201	65	13	false	false	true	all	-	0	-	61	62
202	6	1	false	false	true	all	-	0	-	6	7
203	2	2	true	false	true	all	-	0	-	19	20
204	52	9	false	false	true	all	-	0	-	50	50
205	79	14	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=2	60	74
206	67	7	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	47	63
207	88	15	false	false	true	partial	-	4	mcidShownOnlyFromUnknownOrigin=1,noLineAtOrigin=3,unknownOrigin=1	80	86
208	91	25	false	false	true	partial	-	12	mcidShownOnlyFromUnknownOrigin=2,noLineAtOrigin=10,unknownOrigin=2	63	88
209	85	13	false	false	true	partial	-	2	noLineAtOrigin=2	69	82
210	68	13	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	51	62
211	98	18	false	false	true	partial	-	6	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=6	59	81
212	112	20	false	false	true	all	-	0	-	83	84
213	66	12	false	false	true	all	-	0	-	63	64
214	42	6	false	false	true	partial	Do@L307	0	-	0	35
215	77	19	false	false	true	partial	-	5	mcidShownOnlyFromUnknownOrigin=5,unknownOrigin=5	34	59
216	45	10	true	false	true	partial	-	2	lineSharedWithUntaggedOrAmbiguousShow=2,mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	25	40
217	66	15	false	false	true	partial	Do@L307	0	-	0	63
218	86	15	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	74	81
219	25	5	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	10	22
220	63	13	false	false	true	partial	Do@L307	0	-	0	59
221	33	7	false	false	true	partial	-	6	mcidMarkedWithoutPlaceableText=6,onlyMcidNotShown=6	1	36
222	70	12	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	49	63
223	46	9	false	false	true	partial	-	3	lineSharedWithUntaggedOrAmbiguousShow=2,mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	25	41
224	83	18	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	71	80
225	60	13	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	51	55
226	57	11	false	false	true	notAttempted(pageImage)	-	0	-	0	54
227	75	18	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	58	70
228	61	8	false	false	true	partial	-	5	mcidMarkedWithoutPlaceableText=4,mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=2,onlyMcidNotShown=3	16	57
229	35	11	false	false	true	partial	-	3	lineSharedWithUntaggedOrAmbiguousShow=1,mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	27	31
230	25	5	false	false	true	all	-	0	-	23	24
231	21	7	true	false	true	all	-	0	-	19	19
232	114	16	false	false	true	all	-	0	-	97	97
233	51	10	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	22	37
234	78	17	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	58	73
235	28	7	false	false	true	all	-	0	-	24	25
236	38	18	false	false	true	partial	-	7	mcidShownOnlyFromUnknownOrigin=1,noLineAtOrigin=4,unknownOrigin=3	25	40
237	66	13	false	false	true	partial	-	4	mcidShownOnlyFromUnknownOrigin=3,noLineAtOrigin=1,unknownOrigin=3	36	57
238	98	15	false	false	true	all	-	0	-	96	97
239	91	25	false	false	true	partial	-	3	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=3	81	96
240	97	18	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	75	94
241	100	11	false	false	true	partial	-	3	unknownOrigin=3	64	110
242	95	15	false	false	true	all	-	0	-	95	96
243	41	12	false	false	true	partial	-	1	unknownOrigin=1	38	44
245	26	8	true	false	true	partial	-	2	lineSharedByGroups=2	24	25
246	79	25	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	73	74
247	94	15	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	92	94
248	102	17	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	95	101
249	130	29	false	false	true	partial	-	6	mcidShownOnlyFromUnknownOrigin=2,noLineAtOrigin=5,unknownOrigin=2	86	95
250	64	10	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	47	57
251	82	29	false	false	true	partial	-	9	mcidShownOnlyFromUnknownOrigin=2,noLineAtOrigin=6,unknownOrigin=4	51	68
252	4	2	false	false	true	all	-	0	-	2	3
253	14	4	true	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	7	12
254	81	23	false	false	true	partial	-	4	mcidShownOnlyFromUnknownOrigin=3,noLineAtOrigin=1,unknownOrigin=3	59	64
255	41	7	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	29	36
257	19	7	true	false	true	partial	-	2	ambiguousOrigin=2,lineSharedWithUntaggedOrAmbiguousShow=1	15	18
258	83	17	false	false	true	partial	-	2	unknownOrigin=2	75	79
259	46	13	false	false	true	partial	-	1	unknownOrigin=1	40	43
260	59	9	false	false	true	all	-	0	-	56	57
261	95	15	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	87	94
262	71	19	false	false	true	partial	-	6	mcidShownOnlyFromUnknownOrigin=1,noLineAtOrigin=5,unknownOrigin=1	54	67
263	69	11	false	false	true	all	-	0	-	53	54
264	77	9	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	57	68
265	47	15	false	false	true	partial	-	3	mcidShownOnlyFromUnknownOrigin=1,noLineAtOrigin=2,unknownOrigin=1	30	47
266	83	16	false	false	true	partial	-	2	noLineAtOrigin=2	71	77
267	89	11	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	76	84
268	85	15	false	false	true	partial	-	2	unknownOrigin=2	79	86
269	36	6	false	false	true	all	-	0	-	32	33
270	52	9	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	37	47
271	76	19	false	false	true	all	-	0	-	76	77
272	96	18	false	false	true	partial	-	3	noLineAtOrigin=1,unknownOrigin=2	93	100
273	94	19	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=2	90	99
274	111	21	false	false	true	partial	-	4	mcidShownOnlyFromUnknownOrigin=2,noLineAtOrigin=2,unknownOrigin=2	69	90
275	67	9	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	57	61
276	65	20	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	46	60
277	64	16	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	32	59
278	4	2	false	false	true	all	-	0	-	2	3
279	39	10	false	false	true	all	-	0	-	35	36
280	79	20	false	false	true	partial	-	5	mcidShownOnlyFromUnknownOrigin=4,noLineAtOrigin=1,unknownOrigin=4	36	68
281	46	14	false	false	true	all	-	0	-	40	41
282	50	16	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	30	45
283	37	11	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	26	34
284	39	10	false	false	true	partial	-	1	ambiguousOrigin=1,lineSharedWithUntaggedOrAmbiguousShow=1	36	39
285	22	7	true	false	true	partial	-	2	lineSharedByGroups=2	20	21
286	42	10	false	false	true	notAttempted(pageImage)	-	0	-	0	37
287	83	17	false	false	true	all	-	0	-	76	77
288	67	9	false	false	true	notAttempted(pageImage)	-	0	-	0	60
289	64	9	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	36	57
290	23	7	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	10	20
291	84	14	false	false	true	all	-	0	-	78	79
292	40	7	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	33	35
293	4	2	false	false	true	all	-	0	-	2	3
294	20	5	false	false	true	partial	Do@L307	0	-	0	17
295	65	8	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	42	63
296	77	11	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	40	67
297	95	14	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	81	94
298	45	19	false	false	true	all	-	0	-	43	44
299	89	14	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	73	83
300	46	6	false	false	true	all	-	0	-	45	46
301	101	25	false	false	true	partial	-	1	noLineAtOrigin=1	100	101
302	51	15	false	false	true	notAttempted(pageImage)	-	0	-	0	52
303	39	8	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	29	36
304	94	15	false	false	true	all	-	0	-	92	93
305	46	9	false	false	true	all	-	0	-	45	46
306	52	6	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	28	49
307	49	12	false	false	true	partial	-	2	noLineAtOrigin=2	45	46
308	53	11	false	false	true	partial	-	2	noLineAtOrigin=2	50	51
309	73	13	false	false	true	all	-	0	-	72	73
311	21	6	true	false	true	partial	-	2	ambiguousOrigin=1,lineSharedWithUntaggedOrAmbiguousShow=1	19	21
312	100	14	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	84	99
313	64	9	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,noLineAtOrigin=1,unknownOrigin=1	44	55
314	88	17	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=1,noLineAtOrigin=1,unknownOrigin=1	65	85
315	103	23	false	false	true	partial	-	1	unknownOrigin=1	98	104
316	106	16	false	false	true	partial	-	2	noLineAtOrigin=1,unknownOrigin=1	93	105
317	55	12	false	false	true	all	-	0	-	49	50
318	53	23	false	false	true	partial	-	3	mcidShownOnlyFromUnknownOrigin=1,noLineAtOrigin=2,unknownOrigin=1	45	49
319	105	24	false	false	true	all	-	0	-	103	104
320	94	38	false	false	true	partial	-	2	unknownOrigin=2	88	95
321	48	14	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=1,noLineAtOrigin=1,unknownOrigin=1	38	44
322	96	33	false	false	true	all	-	0	-	96	97
323	102	22	false	false	true	partial	-	3	mcidShownOnlyFromUnknownOrigin=3,unknownOrigin=3	85	97
324	4	2	false	false	true	all	-	0	-	2	3
325	43	8	false	false	true	all	-	0	-	41	42
326	70	14	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	48	68
327	2	1	false	false	true	all	-	0	-	1	2
328	93	35	false	false	true	partial	-	5	mcidShownOnlyFromUnknownOrigin=2,noLineAtOrigin=3,unknownOrigin=2	92	108
329	34	8	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	26	32
330	6	2	false	false	true	all	-	0	-	4	5
331	92	29	false	false	true	partial	-	5	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=5	73	94
332	6	2	false	false	true	all	-	0	-	4	5
333	39	18	false	false	true	partial	-	3	unknownOrigin=3	42	51
334	65	12	false	false	true	partial	-	3	unknownOrigin=3	38	66
335	20	7	true	false	true	all	-	0	-	19	19
336	100	17	false	false	true	all	-	0	-	96	96
337	51	14	false	false	true	all	-	0	-	46	47
338	32	7	false	false	true	partial	-	6	mcidMarkedWithoutPlaceableText=6,unknownOrigin=2,onlyMcidNotShown=4	2	27
339	96	16	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	71	92
340	36	8	false	false	true	all	-	0	-	33	34
341	28	7	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	14	21
342	96	16	false	false	true	partial	-	3	mcidShownOnlyFromUnknownOrigin=3,unknownOrigin=3	55	80
343	5	1	false	false	true	partial	Do@L307	0	-	0	3
344	49	13	false	false	true	all	-	0	-	46	47
345	36	12	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	28	33
346	95	11	false	false	true	partial	-	5	mcidShownOnlyFromUnknownOrigin=5,unknownOrigin=5	16	68
347	5	2	true	false	true	partial	-	1	lineSharedWithUntaggedOrAmbiguousShow=1	1	4
348	31	8	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	15	26
349	50	12	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	33	42
350	90	23	false	false	true	partial	-	2	mcidShownOnlyFromUnknownOrigin=2,unknownOrigin=2	62	83
351	45	11	false	false	true	all	-	0	-	38	39
352	64	11	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	49	61
353	91	21	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	77	85
354	87	12	false	false	true	partial	-	3	mcidShownOnlyFromUnknownOrigin=3,unknownOrigin=3	50	74
355	50	16	false	false	true	all	-	0	-	40	41
356	60	13	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	45	55
357	37	8	false	false	true	all	-	0	-	33	34
358	54	12	false	false	true	partial	Do@L307	0	-	0	54
359	26	6	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	15	23
360	85	13	false	false	true	all	-	0	-	82	83
361	41	10	false	false	true	all	-	0	-	37	38
362	101	23	false	false	true	partial	-	6	mcidMarkedWithoutPlaceableText=6,unknownOrigin=1,onlyMcidNotShown=5	76	101
363	2	1	false	false	true	all	-	0	-	1	2
364	8	8	false	false	true	partial	-	4	mcidMarkedWithoutPlaceableText=3,unknownOrigin=1,onlyMcidNotShown=3	5	68
365	94	25	false	false	true	partial	unknownOrigin@L71	0	-	0	88
366	83	29	false	false	true	partial	-	3	mcidShownOnlyFromUnknownOrigin=3,unknownOrigin=3	54	78
367	70	12	false	false	true	partial	unknownOrigin@L71	0	-	0	56
368	63	11	false	false	true	partial	-	3	mcidShownOnlyFromUnknownOrigin=3,unknownOrigin=3	31	45
369	95	28	false	false	true	partial	-	1	mcidShownOnlyFromUnknownOrigin=1,unknownOrigin=1	91	94
370	89	23	false	false	true	partial	-	1	ambiguousOrigin=1,lineSharedWithUntaggedOrAmbiguousShow=1	79	82
371	28	5	false	false	true	partial	unknownOrigin@L71	0	-	0	24
372	61	23	false	false	true	all	-	0	-	60	61
